video_id,label,split,skeleton_path
188,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0188/0188_light_hand.csv
256,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0256/0256_light_hand.csv
13,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0013/0013_light.csv
195,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0195/0195_light_hand.csv
102,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0102/0102_light.csv
314,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0314/0314_light.csv
328,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0328/0328_light.csv
275,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0275/0275_light_hand.csv
240,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0240/0240_light.csv
178,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0178/0178_light.csv
187,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0187/0187_light_hand.csv
360,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0360/0360_light_hand.csv
124,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0124/0124_light_hand.csv
26,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0026/0026_light.csv
59,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0059/0059_light_hand.csv
344,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0344/0344_light_hand.csv
50,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0050/0050_light.csv
56,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0056/0056_light.csv
369,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0369/0369_light_hand.csv
407,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0407/0407_light.csv
332,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0332/0332_light_hand.csv
246,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0246/0246_light_hand.csv
91,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0091/0091_light.csv
131,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0131/0131_light_hand.csv
31,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0031/0031_light_hand.csv
343,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0343/0343_light_hand.csv
199,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0199/0199_light.csv
311,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0311/0311_light.csv
108,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0108/0108_light_hand.csv
165,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0165/0165_light.csv
254,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0254/0254_light_hand.csv
89,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0089/0089_light_hand.csv
302,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0302/0302_light.csv
267,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0267/0267_light_hand.csv
57,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0057/0057_light.csv
184,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0184/0184_light_hand.csv
119,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0119/0119_light.csv
132,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0132/0132_light_hand.csv
153,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0153/0153_light.csv
147,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0147/0147_light.csv
107,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0107/0107_light_hand.csv
51,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0051/0051_light.csv
340,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0340/0340_light_hand.csv
401,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0401/0401_light.csv
289,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0289/0289_light.csv
316,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0316/0316_light_hand.csv
140,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0140/0140_light.csv
46,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0046/0046_light.csv
317,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0317/0317_light_hand.csv
331,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0331/0331_light.csv
14,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0014/0014_light.csv
357,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0357/0357_light_hand.csv
104,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0104/0104_light.csv
53,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0053/0053_light_hand.csv
186,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0186/0186_light_hand.csv
87,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0087/0087_light.csv
39,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0039/0039_light_hand.csv
308,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0308/0308_light.csv
63,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0063/0063_light_hand.csv
291,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0291/0291_light_hand.csv
350,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0350/0350_light_hand.csv
145,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0145/0145_light_hand.csv
65,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0065/0065_light_hand.csv
293,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0293/0293_light.csv
52,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0052/0052_light.csv
22,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0022/0022_light_hand.csv
66,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0066/0066_light.csv
23,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0023/0023_light.csv
261,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0261/0261_light.csv
174,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0174/0174_light.csv
82,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0082/0082_light_hand.csv
319,0,train,
176,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0176/0176_light_hand.csv
222,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0222/0222_light.csv
379,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0379/0379_light_hand.csv
305,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0305/0305_light.csv
301,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0301/0301_light.csv
348,1,train,
151,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0151/0151_light_hand.csv
399,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0399/0399_light_hand.csv
136,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0136/0136_light.csv
160,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0160/0160_light_hand.csv
76,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0076/0076_light.csv
260,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0260/0260_light.csv
277,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0277/0277_light.csv
367,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0367/0367_light_hand.csv
12,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0012/0012_light.csv
325,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0325/0325_light.csv
230,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0230/0230_light.csv
134,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0134/0134_light_hand.csv
282,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0282/0282_light_hand.csv
313,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0313/0313_light.csv
181,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0181/0181_light_hand.csv
359,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0359/0359_light.csv
49,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0049/0049_light_hand.csv
58,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0058/0058_light.csv
84,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0084/0084_light.csv
73,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0073/0073_light.csv
113,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0113/0113_light_hand.csv
115,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0115/0115_light_hand.csv
55,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0055/0055_light.csv
273,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0273/0273_light_hand.csv
149,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0149/0149_light.csv
259,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0259/0259_light.csv
248,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0248/0248_light.csv
231,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0231/0231_light.csv
403,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0403/0403_light_hand.csv
290,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0290/0290_light_hand.csv
158,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0158/0158_light_hand.csv
47,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0047/0047_light_hand.csv
297,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0297/0297_light.csv
48,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0048/0048_light.csv
15,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0015/0015_light.csv
338,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0338/0338_light_hand.csv
342,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0342/0342_light.csv
214,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0214/0214_light.csv
18,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0018/0018_light_hand.csv
191,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0191/0191_light_hand.csv
175,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0175/0175_light.csv
183,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0183/0183_light_hand.csv
16,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0016/0016_light_hand.csv
83,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0083/0083_light_hand.csv
334,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0334/0334_light.csv
43,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0043/0043_light.csv
193,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0193/0193_light_hand.csv
392,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0392/0392_light_hand.csv
257,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0257/0257_light.csv
347,1,train,
386,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0386/0386_light_hand.csv
137,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0137/0137_light_hand.csv
232,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0232/0232_light.csv
404,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0404/0404_light_hand.csv
358,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0358/0358_light.csv
324,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0324/0324_light.csv
61,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0061/0061_light.csv
266,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0266/0266_light.csv
251,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0251/0251_light.csv
97,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0097/0097_light_hand.csv
120,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0120/0120_light_hand.csv
216,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0216/0216_light_hand.csv
225,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0225/0225_light_hand.csv
408,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0408/0408_light.csv
218,1,train,
75,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0075/0075_light_hand.csv
419,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0419/0419_light_hand.csv
27,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0027/0027_light.csv
38,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0038/0038_light.csv
435,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0435/0435_light.csv
310,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0310/0310_light_hand.csv
323,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0323/0323_light.csv
339,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0339/0339_light_hand.csv
252,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0252/0252_light_hand.csv
103,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0103/0103_light_hand.csv
272,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0272/0272_light_hand.csv
17,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0017/0017_light_hand.csv
365,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0365/0365_light_hand.csv
263,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0263/0263_light.csv
60,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0060/0060_light.csv
381,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0381/0381_light.csv
25,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0025/0025_light.csv
366,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0366/0366_light_hand.csv
299,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0299/0299_light.csv
36,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0036/0036_light.csv
173,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0173/0173_light.csv
283,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0283/0283_light.csv
333,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0333/0333_light_hand.csv
374,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0374/0374_light.csv
35,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0035/0035_light_hand.csv
141,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0141/0141_light.csv
95,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0095/0095_light_hand.csv
335,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0335/0335_light.csv
100,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0100/0100_light_hand.csv
397,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0397/0397_light.csv
294,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0294/0294_light.csv
157,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0157/0157_light_hand.csv
239,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0239/0239_light_hand.csv
180,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0180/0180_light_hand.csv
304,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0304/0304_light.csv
29,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0029/0029_light.csv
234,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0234/0234_light_hand.csv
170,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0170/0170_light_hand.csv
433,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0433/0433_light_hand.csv
249,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0249/0249_light.csv
250,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0250/0250_light.csv
330,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0330/0330_light_hand.csv
336,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0336/0336_light.csv
306,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0306/0306_light_hand.csv
402,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0402/0402_light.csv
143,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0143/0143_light.csv
394,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0394/0394_light_hand.csv
185,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0185/0185_light_hand.csv
300,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0300/0300_light.csv
315,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0315/0315_light.csv
152,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0152/0152_light.csv
312,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0312/0312_light.csv
270,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0270/0270_light.csv
62,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0062/0062_light.csv
32,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0032/0032_light.csv
298,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0298/0298_light.csv
40,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0040/0040_light_hand.csv
171,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0171/0171_light.csv
296,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0296/0296_light.csv
159,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0159/0159_light.csv
179,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0179/0179_light_hand.csv
121,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0121/0121_light.csv
400,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0400/0400_light_hand.csv
19,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0019/0019_light_hand.csv
337,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0337/0337_light.csv
64,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0064/0064_light.csv
405,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0405/0405_light_hand.csv
117,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0117/0117_light_hand.csv
223,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0223/0223_light.csv
94,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0094/0094_light_hand.csv
101,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0101/0101_light_hand.csv
420,0,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0420/0420_light.csv
30,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0030/0030_light.csv
382,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0382/0382_light_hand.csv
341,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0341/0341_light_hand.csv
253,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0253/0253_light_hand.csv
258,1,train,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0258/0258_light.csv
1,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0001/0001_light_hand.csv
2,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0002/0002_light.csv
3,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0003/0003_light_hand.csv
4,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0004/0004_light_hand.csv
6,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0006/0006_light_hand.csv
7,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0007/0007_light_hand.csv
8,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0008/0008_light_hand.csv
9,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0009/0009_light.csv
10,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0010/0010_light.csv
11,1,val,/content/miga_data/imigue_data_phase1/datasets/imigue_skeleton_train/0011/0011_light_hand.csv
