video_id,split,video_path,skeleton_path
244,test,/content/miga_data/imigue_rgb_phase2/0244/0244.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0244/0244_light_hand.csv
262,test,/content/miga_data/imigue_rgb_phase2/0262/0262.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0262/0262_light_hand.csv
274,test,/content/miga_data/imigue_rgb_phase2/0274/0274.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0274/0274_light_hand.csv
280,test,/content/miga_data/imigue_rgb_phase2/0280/0280.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0280/0280_light_hand.csv
292,test,/content/miga_data/imigue_rgb_phase2/0292/0292.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0292/0292_light_hand.csv
303,test,/content/miga_data/imigue_rgb_phase2/0303/0303.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0303/0303_light_hand.csv
318,test,/content/miga_data/imigue_rgb_phase2/0318/0318.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0318/0318_light_hand.csv
320,test,/content/miga_data/imigue_rgb_phase2/0320/0320.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0320/0320_light_hand.csv
322,test,/content/miga_data/imigue_rgb_phase2/0322/0322.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0322/0322_light_hand.csv
327,test,/content/miga_data/imigue_rgb_phase2/0327/0327.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0327/0327_light_hand.csv
329,test,/content/miga_data/imigue_rgb_phase2/0329/0329.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0329/0329_light_hand.csv
346,test,/content/miga_data/imigue_rgb_phase2/0346/0346.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0346/0346_light_hand.csv
349,test,/content/miga_data/imigue_rgb_phase2/0349/0349.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0349/0349_light_hand.csv
355,test,/content/miga_data/imigue_rgb_phase2/0355/0355.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0355/0355_light_hand.csv
368,test,/content/miga_data/imigue_rgb_phase2/0368/0368.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0368/0368_light_hand.csv
371,test,/content/miga_data/imigue_rgb_phase2/0371/0371.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0371/0371_light_hand.csv
375,test,/content/miga_data/imigue_rgb_phase2/0375/0375.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0375/0375_light_hand.csv
378,test,/content/miga_data/imigue_rgb_phase2/0378/0378.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0378/0378_light_hand.csv
380,test,/content/miga_data/imigue_rgb_phase2/0380/0380.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0380/0380_light_hand.csv
385,test,/content/miga_data/imigue_rgb_phase2/0385/0385.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0385/0385_light_hand.csv
396,test,/content/miga_data/imigue_rgb_phase2/0396/0396.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0396/0396_light_hand.csv
406,test,/content/miga_data/imigue_rgb_phase2/0406/0406.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0406/0406_light_hand.csv
410,test,/content/miga_data/imigue_rgb_phase2/0410/0410.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0410/0410_light_hand.csv
411,test,/content/miga_data/imigue_rgb_phase2/0411/0411.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0411/0411_light_hand.csv
413,test,/content/miga_data/imigue_rgb_phase2/0413/0413.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0413/0413_light_hand.csv
414,test,/content/miga_data/imigue_rgb_phase2/0414/0414.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0414/0414_light_hand.csv
415,test,/content/miga_data/imigue_rgb_phase2/0415/0415.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0415/0415_light_hand.csv
416,test,/content/miga_data/imigue_rgb_phase2/0416/0416.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0416/0416_light_hand.csv
417,test,/content/miga_data/imigue_rgb_phase2/0417/0417.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0417/0417_light_hand.csv
421,test,/content/miga_data/imigue_rgb_phase2/0421/0421.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0421/0421_light_hand.csv
423,test,/content/miga_data/imigue_rgb_phase2/0423/0423.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0423/0423_light_hand.csv
424,test,/content/miga_data/imigue_rgb_phase2/0424/0424.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0424/0424_light_hand.csv
425,test,/content/miga_data/imigue_rgb_phase2/0425/0425.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0425/0425_light_hand.csv
428,test,/content/miga_data/imigue_rgb_phase2/0428/0428.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0428/0428_light_hand.csv
429,test,/content/miga_data/imigue_rgb_phase2/0429/0429.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0429/0429_light_hand.csv
431,test,/content/miga_data/imigue_rgb_phase2/0431/0431.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0431/0431_light_hand.csv
436,test,/content/miga_data/imigue_rgb_phase2/0436/0436.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0436/0436_light_hand.csv
437,test,/content/miga_data/imigue_rgb_phase2/0437/0437.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0437/0437_light_hand.csv
438,test,/content/miga_data/imigue_rgb_phase2/0438/0438.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0438/0438_light_hand.csv
439,test,/content/miga_data/imigue_rgb_phase2/0439/0439.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0439/0439_light_hand.csv
440,test,/content/miga_data/imigue_rgb_phase2/0440/0440.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0440/0440_light_hand.csv
441,test,/content/miga_data/imigue_rgb_phase2/0441/0441.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0441/0441_light_hand.csv
442,test,/content/miga_data/imigue_rgb_phase2/0442/0442.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0442/0442_light_hand.csv
443,test,/content/miga_data/imigue_rgb_phase2/0443/0443.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0443/0443_light_hand.csv
444,test,/content/miga_data/imigue_rgb_phase2/0444/0444.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0444/0444_light_hand.csv
445,test,/content/miga_data/imigue_rgb_phase2/0445/0445.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0445/0445_light_hand.csv
446,test,/content/miga_data/imigue_rgb_phase2/0446/0446.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0446/0446_light_hand.csv
447,test,/content/miga_data/imigue_rgb_phase2/0447/0447.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0447/0447_light_hand.csv
448,test,/content/miga_data/imigue_rgb_phase2/0448/0448.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0448/0448_light_hand.csv
449,test,/content/miga_data/imigue_rgb_phase2/0449/0449.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0449/0449_light_hand.csv
450,test,/content/miga_data/imigue_rgb_phase2/0450/0450.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0450/0450_light_hand.csv
451,test,/content/miga_data/imigue_rgb_phase2/0451/0451.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0451/0451_light_hand.csv
452,test,/content/miga_data/imigue_rgb_phase2/0452/0452.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0452/0452_light_hand.csv
453,test,/content/miga_data/imigue_rgb_phase2/0453/0453.mp4,/content/miga_data/imigue_data_phase2/imigue_skeleton_test/0453/0453_light_hand.csv
